,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,song,artist,WeekID
4sU82NRidN6owQvfs6WILL,0.354,0.396,2.0,-16.091,1.0,0.0282,0.455,0.0258,0.188,0.403,102.441,audio_features,301640.0,4.0,Driftwood,The Moody Blues,1978-11-11
4sX8e5VkqBWA7IIooImSsS,0.59,0.561,2.0,-7.613,1.0,0.058,0.00911,0.0,0.0981,0.15,134.936,audio_features,262307.0,4.0,Neva End,Future,2012-12-29
4sXt4EiUMTpfa5GNUXU2hi,0.338,0.342,7.0,-14.583,1.0,0.0434,0.726,0.0,0.137,0.265,133.214,audio_features,260800.0,4.0,Kiss Me In The Rain,Barbra Streisand,1980-01-19
4sZQFezzQDSPJNz8mcJ7pu,0.669,0.316,5.0,-14.125,1.0,0.0435,0.702,0.000132,0.131,0.601,112.725,audio_features,133067.0,3.0,Lonely Blue Boy,Conway Twitty,1960-01-02
4saig3o5GHgMtfrdJa28tx,0.776,0.399,6.0,-6.905,0.0,0.0783,0.0792,0.0,0.32,0.358,142.769,audio_features,273187.0,4.0,House Keeper,Men Of Vizion,1996-06-08
4sbdJrXQrjFQ7zPpf8HdRu,0.465,0.886,1.0,-9.477,1.0,0.0807,4.64e-05,0.0271,0.325,0.954,185.595,audio_features,254642.0,4.0,The Girl I Used To Know,Brother Beyond,1990-09-01
4scnR2BdymYpgLzM9vH6Ra,0.421,0.136,10.0,-17.83,1.0,0.0411,0.726,9.42e-06,0.0896,0.298,117.275,audio_features,236000.0,3.0,All The Kings Horses,Aretha Franklin,1972-07-01
4scpF6J5uMBvoh6sFB7EL1,0.888,0.483,6.0,-7.797,1.0,0.154,0.013,4.85e-06,0.0926,0.226,125.008,audio_features,200080.0,4.0,No Type,Rae Sremmurd,2014-10-18
4sf54lshcOkpVYWRYb5jr7,0.652,0.48,11.0,-7.834,0.0,0.0286,0.901,4.56e-05,0.109,0.586,83.248,audio_features,144200.0,3.0,Ready For The Times To Get Better,Crystal Gayle,1978-04-15
4si2ZU8jVZWTuoUvkujcmw,0.403,0.125,10.0,-12.067,1.0,0.0306,0.845,1.37e-06,0.126,0.274,74.308,audio_features,140760.0,4.0,Sweeter Than You,Ricky Nelson,1959-08-01
4sj8qFcEDnRPNv3tBbUVUf,0.303,0.555,0.0,-9.259,0.0,0.0482,0.388,1.16e-06,0.468,0.447,67.322,audio_features,285760.0,4.0,Me And Mrs. Jones,Billy Paul,1972-11-11
4sl4UWqzHSG7riBKdralwy,0.584,0.813,6.0,-7.221,1.0,0.0582,0.0297,0.000197,0.272,0.774,95.081,audio_features,204387.0,4.0,Little Red Wagon,Miranda Lambert,2015-03-07
4snR6myh4KgWiZVdK5925N,0.511,0.386,5.0,-10.472,1.0,0.0376,0.878,0.0,0.147,0.644,70.411,audio_features,129107.0,4.0,Second Hand Rose,Barbra Streisand,1966-02-05
4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,9.0,-16.485,1.0,0.0381,0.673,0.353,0.338,0.247,130.503,audio_features,177480.0,3.0,White Christmas,Bing Crosby,1958-12-27
4so3jj6jer0wG63KxXTOJJ,0.634,0.629,0.0,-11.174,1.0,0.0745,0.15,9.33e-06,0.278,0.78,122.585,audio_features,259427.0,4.0,Thank U Very Much,The Scaffold,1968-02-24
4sr4NdrPfds9Qfors9UkiO,0.814,0.474,0.0,-12.017,1.0,0.0309,0.27,8.16e-06,0.599,0.956,101.241,audio_features,312000.0,4.0,Solid,Ashford & Simpson,1985-03-02
4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9.0,-7.255,1.0,0.0517,0.0744,0.004,0.0621,0.957,157.902,audio_features,161133.0,4.0,Whip It,Devo,1980-09-06
4suP2mw4iUrtgjvrelSnQa,0.273,0.282,7.0,-17.342,0.0,0.0285,0.724,0.000653,0.304,0.33,96.18,audio_features,240520.0,4.0,Long Ago Tomorrow,B.J. Thomas,1971-11-13
4svkfplgwvYrZtTKEQ80ao,0.879,0.822,0.0,-13.536,1.0,0.0426,0.209,0.00325,0.12,0.961,124.052,audio_features,259067.0,4.0,Baby Come And Get It,The Pointer Sisters,1985-05-11
4sxJWNerBRlH9iHnUBIicX,0.551,0.588,7.0,-7.867,1.0,0.0282,0.0496,0.0,0.225,0.784,83.174,audio_features,189413.0,4.0,I Just Wanna Be Your Friend,Lighthouse,1972-05-06
4sz1Ng2Cgidfqqiy0pNL6R,0.554,0.888,0.0,-6.664,1.0,0.087,0.107,0.0,0.291,0.82,126.701,audio_features,267427.0,4.0,The Reflex,Duran Duran,1984-04-28
4t0OI7XrODjSkAu3bTPmWj,0.556,0.651,7.0,-4.396,1.0,0.0266,0.067,0.0,0.145,0.203,95.485,audio_features,294333.0,4.0,Fifteen,Taylor Swift,2009-10-10
4t0Pj3iBnSCZv5pDEPNmzG,0.815,0.571,7.0,-12.897,0.0,0.0578,0.174,0.113,0.0778,0.704,105.895,audio_features,225173.0,4.0,Jive Talkin',Bee Gees,1975-06-07
4t3lklr6YGeCK4MXfGkKBl,0.409,0.485,11.0,-9.945,1.0,0.0456,0.683,0.0,0.224,0.401,119.962,audio_features,153027.0,4.0,Games That Lovers Play,Eddie Fisher,1966-11-05
4t4k5ifpOwtgo6cfNnCqO1,0.613,0.477,6.0,-16.787,0.0,0.0507,0.54,0.00887,0.139,0.781,147.102,audio_features,206227.0,4.0,Watch Out For Lucy,Eric Clapton And His Band,1979-03-03
4t5lrf5rFX6JWAUPKCDlKk,0.632,0.582,5.0,-13.461,1.0,0.044,0.0803,0.00351,0.0832,0.578,101.641,audio_features,165507.0,4.0,The Safety Dance,Men Without Hats,1983-07-02
4t5tAOTFUfb2FhHnnapWlB,0.677,0.804,1.0,-6.724,1.0,0.0295,0.0635,0.0761,0.328,0.854,132.08,audio_features,219600.0,4.0,The New Pollution,Beck,1997-06-07
4t6NQkpUmvpvLDCkl3XuwA,0.656,0.65,0.0,-11.643,1.0,0.0575,0.634,0.0148,0.161,0.931,146.268,audio_features,157040.0,3.0,Hot Fun In The Summertime,Sly & The Family Stone,1969-08-16
4tCtwWceOPWzenK2HAIJSb,0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,214480.0,4.0,Work From Home,Fifth Harmony ,2016-03-26
4tDg7rp5r68lSWur2uRT5t,0.425,0.37,11.0,-12.617,1.0,0.0326,0.889,0.491,0.192,0.309,125.482,audio_features,297867.0,4.0,Baby Come Close,Smokey Robinson,1974-01-26
4tEpvocDTdNVR9DYxnJTFy,0.545,0.356,5.0,-14.127,1.0,0.0245,0.413,1.56e-06,0.128,0.465,82.214,audio_features,250067.0,4.0,Don't Wanna Lose You,Gloria Estefan,1989-08-05
4tHGsplffm1rxS33yrL59b,0.511,0.504,0.0,-12.07,1.0,0.0528,0.291,1.5e-06,0.169,0.485,121.418,audio_features,187733.0,4.0,"It May Be Winter Outside, (But In My Heart It's Spring)",Love Unlimited,1973-12-22
4tK4ARuilOrBzwVQK73E0Y,0.589,0.867,10.0,-4.523,1.0,0.0385,0.04,0.0,0.306,0.795,94.519,audio_features,256441.0,4.0,The Remedy (I Won't Worry),Jason Mraz,2003-05-10
4tK5L8FD5Gl1dSwhzXuU6K,0.504,0.848,6.0,-4.388,1.0,0.0362,0.00634,1.41e-05,0.104,0.458,76.965,audio_features,261347.0,4.0,Lookin' For That Girl,Tim McGraw,2014-04-12
4tMiwQsB2tVMvpClZCICkW,0.592,0.643,10.0,-11.5,1.0,0.0413,0.168,0.0,0.904,0.82,134.756,audio_features,239222.0,4.0,H.a.p.p.y. Radio,Edwin Starr,1979-08-11
4tMnrDxy7Vmv7HyK3ZTO2w,0.409,0.342,5.0,-8.458,1.0,0.0252,0.754,0.0,0.357,0.423,99.568,audio_features,166573.0,3.0,All Alone Am I,Brenda Lee,1962-10-27
4tS8xQfyPGc7f4lJ1JP6BX,0.516,0.32,2.0,-10.487,1.0,0.0303,0.627,0.0,0.144,0.131,107.894,audio_features,243493.0,4.0,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,1993-04-10
4tSZr210OTY6upjNYfEYUI,0.699,0.61,4.0,-13.372,0.0,0.0272,0.11,0.00188,0.06,0.755,105.568,audio_features,239307.0,4.0,A Face In The Crowd,Tom Petty,1990-03-17
4tWMKvFGcpPpQyjt2wId1q,0.461,0.658,2.0,-5.039,1.0,0.0274,0.0284,0.000204,0.391,0.625,89.673,audio_features,187373.0,4.0,Gotta See Jane,R. Dean Taylor,1971-04-24
4tWdcU5SdjkJgHiPGs29jN,0.772,0.807,10.0,-8.078,0.0,0.0462,0.094,0.0,0.127,0.918,109.787,audio_features,211147.0,4.0,Let's Get Serious,Jermaine Jackson,1980-04-05
4tYpYYoOI7WDxbCnPninwE,0.709,0.912,4.0,-7.157,0.0,0.0439,0.131,0.00142,0.213,0.653,114.964,audio_features,290573.0,4.0,Black Cat,Janet Jackson,1990-12-29
4td6tN1J2QlESZyUhlD77m,0.66,0.688,4.0,-12.563,0.0,0.0304,0.216,0.0016,0.0685,0.718,87.126,audio_features,220427.0,4.0,I Loved 'em Every One,T.G. Sheppard,1981-03-21
4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,7.0,-6.255,1.0,0.0244,0.0405,0.000378,0.0781,0.352,97.469,audio_features,249840.0,4.0,Here's To The Night,Eve 6,2001-06-16
4tkSJRlbhuVxYjvuIQaMcj,0.904,0.728,10.0,-4.773,0.0,0.275,0.351,0.000137,0.146,0.847,90.458,audio_features,244013.0,4.0,How's It Goin' Down,DMX ,1998-10-03
4tkxuXxeKBeR428wU4XfB7,0.651,0.651,7.0,-10.775,1.0,0.0387,0.0927,0.0826,0.402,0.761,116.156,audio_features,157600.0,4.0,That's My Pa,Sheb Wooley,1962-03-17
4tlryZypTlbIaa7YrgxCSN,0.942,0.595,8.0,-9.781,0.0,0.0458,0.152,0.000142,0.0861,0.958,100.41,audio_features,245067.0,4.0,(She's Got) Skillz,All-4-One,1995-04-22
4tmzLB4caxMSZDgWujR7sH,0.688,0.743,5.0,-8.483,1.0,0.034,0.0212,9.02e-05,0.106,0.642,108.178,audio_features,266533.0,4.0,Can't Get Enough Of Your Love,Taylor Dayne,1993-09-18
4twhYPDyCP6ICeW3TtQVxP,0.392,0.213,9.0,-12.494,1.0,0.0415,0.903,1.01e-06,0.12,0.312,100.518,audio_features,203507.0,3.0,Lovin' You,Minnie Riperton,1975-01-25
4tyP0wVfvW2aNexrRVs2Ju,0.615,0.813,6.0,-4.318,1.0,0.143,0.0193,0.0,0.196,0.799,167.991,audio_features,166560.0,4.0,I Just Had Sex,The Lonely Island ,2011-01-15
4tyyDa4SyUWIN3xrIlOBck,0.729,0.853,5.0,-3.615,1.0,0.0455,0.253,0.0,0.206,0.969,146.922,audio_features,127213.0,4.0,That's Why (I Love You So),Jackie Wilson,1959-05-09
4u1WFYkW7pFmFvyUqUKP16,0.578,0.86,2.0,-6.011,1.0,0.0366,0.00582,0.0,0.246,0.512,108.051,audio_features,216293.0,4.0,I Did It,Dave Matthews Band,2001-02-03
4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,222773.0,4.0,If I Die Young,The Band Perry,2010-07-31
4u2TaRfzkbDggncsNpkGj9,0.47,0.122,6.0,-18.591,1.0,0.0382,0.848,1.21e-06,0.111,0.469,140.488,audio_features,127733.0,4.0,"Raspberries, Strawberries",The Kingston Trio,1959-02-28
4u3hbJHvz3ROzMi7gLm7x0,0.653,0.649,7.0,-9.534,1.0,0.04,0.694,0.0,0.748,0.834,131.133,audio_features,149827.0,4.0,Let's Lock The Door (And Throw Away The Key),Jay & The Americans,1965-01-02
4u3oXuVeOGoByIMz9pnOKf,0.374,0.804,2.0,-9.209,1.0,0.0899,0.155,0.0,0.654,0.561,144.995,audio_features,171960.0,1.0,Closer To The Heart,Rush,1977-12-10
4u4MbTQeHPbaGabd4eGf7c,0.711,0.616,9.0,-6.998,1.0,0.0263,0.0177,0.0,0.106,0.515,122.857,audio_features,312573.0,4.0,Love's The Only House,Martina McBride,2000-02-12
4u6U5nwYHok67BBymI9ldh,0.595,0.904,7.0,-4.803,1.0,0.0355,0.03,4.43e-05,0.397,0.6,102.002,audio_features,207467.0,4.0,The Quittin' Kind,Joe Diffie,2000-01-08
4u7KjVIQPdzGCcAwg4W5Kl,0.466,0.702,0.0,-4.308,1.0,0.032,0.0983,1.29e-05,0.242,0.47,150.309,audio_features,191573.0,4.0,Who I Am With You,Chris Young,2014-05-17
4u9f8hqstB7iITDJNzKhQx,0.397,0.785,2.0,-9.168,0.0,0.0545,0.328,0.00495,0.0621,0.646,96.333,audio_features,198707.0,4.0,My Generation,The Who,1966-01-22
4uAmOz06dbppQuq4wyWd7g,0.866,0.531,0.0,-9.313,0.0,0.0542,0.0852,0.0,0.11,0.906,114.919,audio_features,395040.0,4.0,I've Just Begun To Love You,Dynasty,1980-09-20
4uDnx2eQm8V9Fnj0L0k8bb,0.772,0.669,1.0,-11.239,0.0,0.0444,0.0373,2.05e-05,0.0854,0.96,123.39,audio_features,214733.0,4.0,(Wish I Could Fly Like) Superman,The Kinks,1979-06-16
4uIyb1ZY2UUYe0mlXoE5IB,0.742,0.637,4.0,-10.704,1.0,0.0446,0.208,2.32e-06,0.0885,0.92,110.091,audio_features,212720.0,4.0,Brand New Love Affair,Jigsaw,1976-09-04
4uLE9ZJ2tPPO0RPBOs0KUC,0.803,0.596,2.0,-9.184,0.0,0.0345,0.16,7.4e-06,0.101,0.724,104.833,audio_features,213400.0,4.0,He Got You,Ronnie Milsap,1982-08-28
4uLq7Jp2wtgnocqoAgTdih,0.693,0.655,8.0,-8.75,1.0,0.0279,0.00214,0.0182,0.105,0.729,99.776,audio_features,361773.0,4.0,Rest In Peace,Extreme,1992-10-31
4uM5yY5f3430f8Q27ijmLd,0.44,0.499,0.0,-12.541,1.0,0.0933,0.0757,0.000393,0.0837,0.79,182.812,audio_features,270641.0,4.0,You're My Weakness,Faith Band,1979-06-30
4uNisev7PGUAixBOagpgyY,0.825,0.597,4.0,-5.892,0.0,0.347,0.0698,0.0,0.0629,0.648,78.059,audio_features,202760.0,4.0,Gettin' Some,Shawnna,2006-04-08
4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1.0,-8.53,1.0,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,183113.0,4.0,Red Red Wine,UB40,1984-04-07
4uR9G2lgjfmYmATfxeVc1x,0.497,0.279,4.0,-15.172,1.0,0.0287,0.328,3.87e-05,0.108,0.569,110.054,audio_features,132067.0,4.0,New World Coming,Mama Cass Elliot,1970-02-07
4uSpCtFtrK65GoqJpQj6V6,0.689,0.423,4.0,-12.85,0.0,0.0376,0.43,3.16e-06,0.213,0.715,89.746,audio_features,277307.0,4.0,Have You Ever Loved Somebody,Freddie Jackson,1987-02-14
4uTTd2SlalZoG0zVgI63kH,0.646,0.531,7.0,-10.785,1.0,0.0671,0.528,0.0133,0.0836,0.655,172.02,audio_features,209867.0,4.0,Tin Man,America,1974-08-31
4uVFUMQ8WZyhpePcAD533r,0.653,0.519,2.0,-10.164,1.0,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,153693.0,4.0,"For What It's Worth (Stop, Hey What's That Sound)",The Buffalo Springfield,1967-02-04
4uVjbl6daCwjhDur7qLddu,0.395,0.917,8.0,-6.86,1.0,0.133,0.00143,0.0,0.261,0.563,169.088,audio_features,197640.0,4.0,I'd Do Anything,Simple Plan,2003-02-22
4uW80X0ObmZ5YV3zeXU2Dm,0.525,0.433,9.0,-16.626,1.0,0.0386,0.158,2.79e-05,0.114,0.462,96.453,audio_features,200467.0,4.0,Love Or Let Me Be Lonely,The Friends Of Distinction,1970-03-14
4ucLHLiSjvkCz5Lr5dlVUj,0.609,0.81,11.0,-4.207,1.0,0.0296,0.11,0.0,0.246,0.47,117.364,audio_features,196707.0,4.0,Never Gonna Leave This Bed,Maroon 5,2011-05-21
4ugv7nAdBdpmLmMwkkfTDl,0.363,0.46,9.0,-13.171,1.0,0.0358,0.159,0.000111,0.0535,0.55,201.593,audio_features,266333.0,4.0,Midnight Rain,Poco,1980-10-18
4ujVRZd9HdjepbpWSddABF,0.673,0.765,5.0,-10.615,1.0,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,audio_features,281533.0,4.0,Don't Mean Nothing,Richard Marx,1987-08-01
4umQbcdBF3YVsNBvvnFLiX,0.653,0.884,10.0,-10.224,1.0,0.0444,0.417,0.0,0.318,0.762,104.647,audio_features,281800.0,4.0,A Good Heart,Feargal Sharkey,1986-03-29
4umuMi2giGbdbVbsVZ5ADf,0.651,0.417,0.0,-12.755,1.0,0.0281,0.00021,0.0547,0.167,0.245,110.089,audio_features,264480.0,4.0,Do You Believe In Shame?,Duran Duran,1989-04-01
4urd42euwvihhC3j1G8Jt2,0.267,0.793,4.0,-7.12,1.0,0.0415,0.0247,0.0,0.0634,0.526,174.118,audio_features,279053.0,4.0,Living In Sin,Bon Jovi,1989-10-14
4urxRqBRiaH0i20OKBsgxc,0.578,0.897,0.0,-3.906,1.0,0.0357,0.000666,0.0,0.0924,0.737,115.491,audio_features,193107.0,4.0,Break,Three Days Grace,2010-01-09
4uvARnZIajUDXWXPifhK3B,0.603,0.302,7.0,-13.698,1.0,0.0242,0.44,0.00701,0.172,0.488,75.274,audio_features,274560.0,4.0,The One You Love,Glenn Frey,1982-08-28
4uvjOKsp7mSjrDhWdkLPBY,0.755,0.727,7.0,-12.041,1.0,0.0488,0.0295,0.00702,0.0226,0.932,130.511,audio_features,228840.0,4.0,I Think We're Alone Now,Tiffany,1987-09-05
4uwounqJOKHVt0Y2Hu3dGE,0.519,0.502,4.0,-6.289,0.0,0.274,0.719,0.0,0.226,0.759,76.545,audio_features,150213.0,4.0,Beep Beep,The Playmates,1958-12-20
4v2cz9dgb0RP7guR0nPkBv,0.921,0.887,1.0,-6.271,1.0,0.135,0.234,0.0,0.096,0.694,107.18,audio_features,219200.0,4.0,U Don't Hear Me Tho',Rodney O & Joe Cooley,1993-07-10
4v51rv7iRmKL2c0AgeAHDr,0.692,0.623,7.0,-6.227,1.0,0.0298,0.744,3.38e-06,0.0865,0.832,129.966,audio_features,229320.0,4.0,Operator (That's Not the Way it Feels),Jim Croce,1972-12-23
4v5kAh2wWyCSuKuhMJK8u6,0.589,0.655,8.0,-8.138,1.0,0.0488,0.057,0.000353,0.372,0.675,105.272,audio_features,220640.0,4.0,Long Way 2 Go,Cassie,2006-11-11
4v6jydWBTAIqnyPVNyOAdc,0.69,0.801,7.0,-5.944,0.0,0.0327,0.0207,0.00399,0.277,0.726,123.864,audio_features,269373.0,4.0,What Is Love,Haddaway,1993-09-04
4v9wiiuLSNGQmUs6Z4KTV9,0.749,0.944,0.0,-5.058,0.0,0.141,0.688,0.706,0.201,0.704,112.29,audio_features,293213.0,4.0,Sneakin' Up Behind You,The Brecker Brothers,1975-06-14
4vBDBspUXQQIOZgnEYPVnD,0.24,0.365,8.0,-12.226,1.0,0.0307,0.708,3.53e-05,0.0844,0.382,170.883,audio_features,228040.0,4.0,You're The Best Thing That Ever Happened To Me,Ray Price,1973-09-01
4vCK0UvM0SyTqUjsXTkKEi,0.661,0.55,11.0,-10.345,1.0,0.03,0.322,0.0,0.119,0.87,104.239,audio_features,175400.0,4.0,Heather Honey,Tommy Roe,1969-05-03
4vDBJeeQCbhP9FaPPMsYkY,0.608,0.419,11.0,-10.016,1.0,0.0331,0.602,7.58e-06,0.108,0.602,100.22,audio_features,268333.0,4.0,Give Me One Reason,Tracy Chapman,1996-04-13
4vEvKZGKjflCYTPLhGwrxz,0.399,0.435,9.0,-12.018,0.0,0.037,0.592,0.0,0.144,0.666,86.193,audio_features,194480.0,3.0,That's What Girls Are Made For,The Spinners,1961-07-22
4vHp893kV7HksfB5FN1Nk5,0.519,0.517,1.0,-7.531,1.0,0.0286,0.0537,0.0,0.0928,0.344,141.808,audio_features,261827.0,4.0,I Live My Life For You,Firehouse,1995-03-04
4vIOvyHdPazqbljbN7qPud,0.662,0.47,0.0,-15.02,1.0,0.0315,0.000442,0.675,0.164,0.638,128.995,audio_features,238733.0,4.0,Theme From The Men,Isaac Hayes,1972-10-28
4vNeJ6DoAlTPzoYO9W4mJH,0.477,0.647,3.0,-4.657,0.0,0.343,0.0872,0.0,0.119,0.549,109.879,audio_features,252307.0,4.0,Wishing,DJ Drama ,2016-09-10
4vO9dmzNRqDhFY3jD1a3P7,0.58,0.624,9.0,-8.346,1.0,0.0784,0.0975,0.0,0.0411,0.639,139.72,audio_features,151293.0,4.0,Mississippi Queen,Mountain,1970-04-11
4vX60kQn4cOF0HgLQRS5Rm,0.384,0.301,4.0,-11.166,1.0,0.0282,0.797,0.0,0.108,0.348,93.611,audio_features,160440.0,4.0,Halfway To Paradise,Bobby Vinton,1968-07-27
4vXM6nJT5IgfQa9xKI9Da7,0.477,0.551,2.0,-11.344,1.0,0.0914,0.71,0.0,0.509,0.945,131.938,audio_features,127823.0,4.0,I Want To (Do Everything For You),Joe Tex,1965-09-04
4vYKeidaDqMW4dEuJDklxV,0.483,0.557,7.0,-8.361,1.0,0.0277,0.0725,0.0,0.324,0.138,99.327,audio_features,199750.0,3.0,This Woman Needs,SHeDAISY,2000-02-12
4vaxvNDaLSoD36iZX515ug,0.821,0.434,10.0,-9.194,0.0,0.118,0.434,0.0,0.128,0.241,120.012,audio_features,187173.0,4.0,Betrayed,Lil Xan,2018-03-17
4vb4mFvYsr2h6enhjJsq9Y,0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,audio_features,240427.0,4.0,Water Under The Bridge,Adele,2016-12-10
4veE1jrMbVSy9FRCiYDGkD,0.613,0.476,0.0,-9.648,1.0,0.0321,0.0448,0.0,0.0608,0.644,84.938,audio_features,295000.0,4.0,I'm The Only One,Melissa Etheridge,1994-08-13
4vgxvqlt55AJHhUxMIUgJA,0.66,0.464,11.0,-12.266,0.0,0.0309,0.355,0.0,0.157,0.233,122.021,audio_features,281467.0,4.0,Little Miracles (Happen Every Day),Luther Vandross,1993-05-29
4vhQBjv4c6WPJAjmbGpdbH,0.552,0.499,10.0,-10.755,1.0,0.028,0.22,0.0,0.333,0.427,74.995,audio_features,268667.0,4.0,Me-U=Blue,Glenn Medeiros (,1990-11-17
4vju55Ag7apDL2CfotuE7Q,0.711,0.347,4.0,-10.955,0.0,0.0394,0.93,0.0134,0.403,0.661,128.474,audio_features,165067.0,4.0,Sunny,Bobby Hebb,1966-08-13
4vk81xgPsTv0auIZh0cvGK,0.54,0.413,11.0,-8.277,1.0,0.0283,0.859,1.32e-06,0.106,0.436,127.205,audio_features,217427.0,4.0,My Ever Changing Moods,The Style Council,1984-04-14
4vl2zwXsTmAxgu9iY0g6UK,0.423,0.862,0.0,-5.13,0.0,0.0695,0.00791,0.0,0.133,0.462,154.746,audio_features,217760.0,4.0,I Don't Want To Be,Gavin DeGraw,2004-10-30
4vp1ooSVHvf7DDmlSRfpJ4,0.631,0.843,5.0,-7.489,0.0,0.0462,0.00708,0.157,0.0423,0.801,144.311,audio_features,210445.0,4.0,Canvas Of Life,Minor Detail,1983-10-01
4vp2J1l5RD4gMZwGFLfRAu,0.741,0.748,0.0,-6.299,1.0,0.0264,0.0823,0.0,0.34,0.6,127.965,audio_features,289133.0,4.0,I Gotta Feeling,The Black Eyed Peas,2009-07-04
4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2.0,-12.503,1.0,0.0272,0.486,0.000273,0.0864,0.322,106.798,audio_features,150640.0,4.0,White Rabbit,Jefferson Airplane,1967-07-01
4vqopO2l7ECQwlaJIJZCub,0.653,0.382,2.0,-12.289,1.0,0.0298,0.549,0.000197,0.488,0.86,108.392,audio_features,121667.0,4.0,Saturday Sunshine,Burt Bacharach,1963-08-03
4vsJejr0UiQDppgqDlQVZe,0.53,0.552,11.0,-9.628,0.0,0.0254,0.502,0.436,0.772,0.738,95.632,audio_features,467440.0,4.0,Why? (Am I Treated So Bad),Cannonball Adderley,1967-04-15
4vumsuBIb2nEFKLuNaOeGO,0.331,0.61,10.0,-5.064,0.0,0.0315,0.342,0.0,0.0988,0.452,76.113,audio_features,199467.0,4.0,It Only Hurts When I'm Breathing,Shania Twain,2004-05-15
4vxOl0RGNzW05Dp6zyvUo0,0.607,0.312,9.0,-10.55,0.0,0.0289,0.568,8.06e-06,0.076,0.576,92.288,audio_features,180760.0,3.0,"Eight Men, Four Women",O.V. Wright,1967-05-20
4vzYcDxBXAUPYDUna4BVeE,0.498,0.493,8.0,-7.748,1.0,0.0369,0.75,0.0,0.115,0.222,146.049,audio_features,226133.0,4.0,Flying Without Wings,Ruben Studdard,2003-07-05
4vzwzP3O4ihgi4FdewHMsb,0.428,0.111,9.0,-16.501,1.0,0.0317,0.95,0.0115,0.087,0.389,100.486,audio_features,166493.0,3.0,Lonely Street,Andy Williams,1959-09-12
4w0cBvy6wMmV8iA60cTYXl,0.857,0.527,7.0,-8.694,1.0,0.0534,0.134,2.4e-06,0.053,0.509,92.904,audio_features,254573.0,4.0,"My Heart Is Calling (From ""The Preacher's Wife"")",Whitney Houston,1997-07-12
4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11.0,-3.862,1.0,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,237493.0,4.0,A Thousand Miles,Vanessa Carlton,2002-04-20
4w2DQnTAbzmduTv0zCT5QD,0.361,0.265,10.0,-9.119,1.0,0.0321,0.908,0.0,0.0696,0.136,134.687,audio_features,220000.0,4.0,I Honestly Love You,Olivia Newton-John,1974-08-24
4w3ZDXkMmxH6myihUkoY65,0.829,0.679,1.0,-7.401,0.0,0.075,0.0179,0.0,0.0431,0.76,152.026,audio_features,240187.0,4.0,My Hood,Young Jeezy,2006-01-28
4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6.0,-5.852,1.0,0.0457,0.416,1.54e-06,0.631,0.813,105.39,audio_features,162467.0,4.0,9 To 5,Dolly Parton,1981-03-21
4w4RaMGPl2qnjSdPlp1KAE,0.467,0.72,1.0,-4.044,0.0,0.151,0.284,0.0,0.388,0.602,93.243,audio_features,198680.0,4.0,I Changed My Mind,Keyshia Cole ,2004-12-04
4w55wTh9ZbVgD9YC5Z4pZZ,0.607,0.773,1.0,-12.512,1.0,0.0489,0.0406,2.59e-05,0.382,0.691,109.074,audio_features,233800.0,4.0,Wishing I Was Lucky,Wet Wet Wet,1988-06-04
4w63lCZc725Oad6idtOLtO,0.745,0.174,4.0,-18.106,1.0,0.0525,0.255,0.0,0.141,0.305,118.292,audio_features,150067.0,4.0,Take A Message To Mary,The Everly Brothers,1959-06-06
4w8niZpiMy6qz1mntFA5uM,0.841,0.798,1.0,-4.206,0.0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,audio_features,212500.0,4.0,Taki Taki,DJ Snake ,2018-11-10
4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,audio_features,244973.0,4.0,Somebody That I Used To Know,Gotye ,2012-05-12
4wCzp0vWMEqBaLSHBOCQQo,0.722,0.775,10.0,-7.147,1.0,0.188,0.565,0.837,0.0652,0.968,171.089,audio_features,118413.0,4.0,Slippin' & Slidin',Willie Mitchell,1967-07-29
4wFUdSCer8bdQsrp1M90sa,0.47,0.79,2.0,-5.352,1.0,0.039,0.0216,0.0,0.0863,0.495,158.061,audio_features,276880.0,4.0,Highway Don't Care,Tim McGraw With Taylor Swift,2013-03-30
